Id,SalePrice
703,160037.10965120446
760,124399.96285829492
1964,148653.59055291838
2512,192242.32115885383
159,131502.72784185287
1281,177758.1292161384
468,193364.04687140713
290,120447.59924455322
665,115561.30489020956
1463,261101.57980819626
1792,214416.37204318016
923,127052.0764760022
500,286330.42961969797
1408,179631.6672208087
331,100018.23610495079
170,141716.5491945763
2192,96564.97243174186
2571,315082.7217194827
2314,161264.08539459514
2647,96370.85762475475
422,413725.00453606475
2457,355737.98263901076
1838,197109.32222921783
2805,255286.62641661565
1645,169997.1035927435
1711,288480.7553129698
2825,242141.3915156102
322,333513.88723441475
2103,277716.1319845423
342,123819.94945545777
600,118746.277234048
488,167551.90733144412
1725,297535.14209745865
2246,285380.8706407792
2847,145409.3502540161
806,239521.86901722624
530,225221.75443348204
963,211339.95088548269
2678,76629.98932947281
171,83146.55072831378
2401,392583.34212638374
805,223963.18459868224
2259,262325.80579375976
1748,194094.53161818115
1361,140747.80282554353
1677,124669.69136692135
1406,168064.29679582478
2322,230726.4448011572
688,155390.29146851235
143,138302.78853677213
804,199957.59487067064
1214,173681.1685988466
2828,146821.9467706997
1999,180985.38540277613
2467,193708.14945288908
2665,181136.6398172669
1538,367145.47378027864
398,114627.86465841357
2822,137733.9296567263
2157,157183.9026423213
1856,204075.60411554272
1269,95812.01450691414
2570,111634.86754250237
2320,236002.04800537007
1517,120798.0396816709
2304,131635.26423835993
1312,85534.32114140301
2012,136506.93025396328
506,221806.85492742943
2865,200893.4502924541
2367,120767.55027575865
554,90263.11484297931
238,145812.8323782472
1954,115698.77955781041
2488,125959.04321451919
2291,83351.50658188177
1969,92939.87506469303
2725,153460.40321704702
1482,160083.45629477824
2763,212985.3358159049
503,237098.24780645006
1584,244376.45262811548
1531,128583.8195283935
2210,152382.04364018334
459,307226.2445681532
556,120687.623371458
1347,139059.84515777946
1290,80602.34125277512
1388,103542.76685983929
1571,274611.91142972605
2754,212552.88536151644
765,135052.78786854
2494,121471.39030519937
2870,216073.64880749548
7,257825.6616636744
1114,231173.13033746922
2418,266636.7466436713
291,145868.36360249907
18,369271.14146408206
39,345361.1195364704
1001,288667.57982799585
2442,228445.85656329236
616,125801.26343106508
2680,71196.02962689589
1414,114954.30276835032
289,146350.95944874088
40,254681.70911021018
860,135116.4041354033
409,130424.94382692546
673,162622.32833324856
2427,184432.87107010392
2036,215235.7449938496
2564,139034.60471082776
642,180437.79850124446
1008,177524.55038439267
1908,151179.13448942802
2519,208724.9444392722
1369,97252.45931826379
2855,155860.7764711429
712,96304.53574305294
1943,103837.96127004396
1958,129432.52228698626
107,186181.1546681511
2295,215851.81879978883
704,100201.82671178746
676,128132.27531964297
259,178668.2890247646
93,268087.29965983983
106,235278.28848000686
2315,173173.08232764647
1050,93420.19894147392
1095,212523.9146673293
2709,155099.31385437
758,158203.53257743327
1496,177023.2142042439
2370,138279.16835533915
2458,280385.6164088459
2733,123851.95634017873
161,268311.6966859718
726,145212.8974278838
845,224811.2009445901
947,247161.33439034398
2232,107841.18678778723
2563,146489.08052884747
2299,148125.43126514566
211,58239.44167416323
605,165340.06194881295
1478,210404.34922583462
2247,285454.0463509751
2274,231466.5749715907
2869,213071.27116870356
967,209533.60429389597
2656,114383.98274289191
667,237478.99599447512
1042,123004.16561877457
2023,146064.7161147266
2447,372432.31211939297
2055,136446.8882882052
2275,289102.02863690845
2204,166202.97862745024
1563,272200.7983300674
483,217067.65941962483
796,144220.25647102058
1526,138662.47809270208
2042,140826.36231431935
442,329373.82492909377
1693,294422.8176995417
1468,219839.32620744884
1430,181925.93525397553
2605,141350.1077508672
1529,195518.0739761278
335,129941.55932271187
1287,118784.28549965222
31,111629.9928589623
1785,288551.7745146672
82,153531.52982665214
2620,142177.15398388176
252,200726.93230984925
721,57314.49509726936
2165,186053.5882987694
2316,184807.13825895125
775,139500.1769210681
1558,134534.03832561552
17,212731.0206479549
1022,245568.34237119864
925,111518.00736539534
438,285302.5269393347
1270,146074.0982640956
1272,121048.7007467825
215,122363.28606079712
266,223612.82875922875
2402,274672.2746988205
1250,148285.16004464537
1984,135771.65628930667
1279,142514.23926413286
377,253011.85984185338
1252,118925.2282426302
2156,258474.3200292793
499,323801.99554744957
1374,126612.43342836175
2898,231279.8851596066
401,113240.40705251387
2721,162624.8086096366
2078,262365.36630802543
2589,130872.36311582393
1946,277209.9768151126
1334,118588.3069129173
2781,232469.06406378874
431,358968.13321338233
576,220145.29417037682
1474,203236.50070777748
2254,168813.01839886588
2155,295819.8494186065
885,99439.31114682698
643,139707.6073788599
1944,140155.80298812443
480,199968.68184772722
2845,103902.02433237524
2387,294821.8737804996
2407,202552.5908856167
2527,180470.08461731506
2514,161128.52909973316
629,174775.65853423555
80,202739.63593918234
1876,130605.54820259273
1546,121963.68439277749
2518,167424.03704255872
2347,159126.70405729243
783,236642.91517900533
1322,36559.72999953732
194,100642.23530664228
1770,291512.18996381026
2143,152064.86412077193
1229,230593.7506471422
511,291187.0956282434
46,219538.36044944648
1348,148162.1231219478
2465,192252.76702650936
387,223965.081945242
873,219457.13642257472
1918,111946.89553148655
2764,238454.43662029286
2184,119013.48694942996
934,165664.12623273654
1920,124156.47011773604
2631,142130.95553491564
1768,603621.4880869335
2040,106180.70069600808
1749,220770.4026480438
834,237653.37363249445
1457,227245.91176907066
79,126043.16558892824
2302,138730.09994668237
1817,153284.5069889256
2755,250183.09375363495
359,178762.74932577304
2059,107492.01183425078
2092,243457.4305778232
2516,229685.5002074178
150,108320.83482694518
1656,140861.41104709596
83,92551.60525485173
2411,192402.69020014358
795,58292.40003885912
2312,227704.6784411801
2917,152122.45927115084
1624,183226.15560170898
2215,281556.0181236817
1211,152373.13557385333
1485,165405.25757469508
1024,201594.45979623043
570,198341.66490793458
2874,143648.0755313678
700,120299.13810551356
2756,218471.4071157256
2022,179513.72490635302
583,229472.97872858486
2392,330712.4829501421
2424,190160.68011792746
212,114025.7703392807
736,125117.52977555938
1610,167259.18431307143
890,125136.92687160999
467,185359.41968858524
578,217639.07726391216
1747,198044.82983152466
1149,174546.08917120568
2758,253679.8650933062
857,119006.66658711604
2219,272090.1238172472
733,93943.80156418469
2909,127408.75363026935
1798,274506.18696936127
235,112112.37317583457
2366,142207.86140168217
1027,132513.06200722023
1195,141650.76984634605
1303,45546.0431789984
148,191212.01753058622
608,166786.74991188585
2515,204282.63110951675
821,296034.4968051904
2500,270895.69878829137
745,97026.20563132419
741,127511.60378144447
1611,116088.1965788341
2532,133197.09479525633
1081,222310.43889455832
1692,410026.3067017215
2520,200690.92571023366
276,109773.34054065206
1992,136058.57473216765
663,67616.0022453821
418,140231.39771127695
1733,190013.61075653654
2359,147373.91931811272
253,200618.5465077739
1518,183399.09678432922
2035,152898.92774169793
2919,93321.77901630815
1540,241757.73448231135
2120,145716.51763076894
1674,186694.4150486936
256,151258.56293262242
2361,95832.87082425438
978,93467.61671892933
2280,146715.41451748004
2095,234687.72489673767
1709,306328.2511645542
2801,254236.6292305533
1246,125757.1076265662
2373,118819.73195121276
1055,282140.8194829977
2017,126403.59797451027
1099,290328.4934325955
1344,77531.62080884686
835,188903.3596592043
1117,229909.78679301258
2043,104967.04194549829
2085,119971.87304876569
410,155259.9488904323
2650,114978.075383391
2867,154412.76251254528
1668,115610.5673140007
1161,175497.83769456384
2122,184055.8686672088
2539,150678.4019297559
1047,145525.5938061577
1445,134035.76665523555
541,153905.62032924875
569,228130.00937483844
1276,134421.03602856834
918,138357.86527039265
326,162588.20303525333
1936,140569.44249669806
895,91087.65552846857
257,147782.5046386191
1241,170160.85975465682
1545,123446.5787490603
1189,179560.40703356115
270,153246.23130984933
2066,189659.97188954928
693,96947.80793983249
1259,207085.46569435194
2916,148524.74280981315
2321,287286.9113331851
1977,92091.12973684719
1895,145844.6596672438
1240,169200.56410319792
85,169336.9794630056
1823,108619.50231125698
825,305095.1042703832
110,225395.44761917615
697,127073.1737512268
2297,134485.30553292792
1231,126094.57233349618
1355,114729.29093131554
968,334785.1405012754
584,237125.3491161692
1315,133799.28796448006
1606,153367.67992135725
206,128811.10009354787
1685,338723.82787487813
2016,123599.15881443741
869,202093.01182230277
2135,128987.95450689258
2346,169260.2408930107
2430,228251.73017522605
2198,86654.41723823916
2652,148866.40152296366
27,109807.064173223
241,186397.2486559179
906,108624.79666900082
1506,139044.7736597461
2098,376177.33614124364
1435,217675.44920742186
2213,112223.1632750307
1274,140888.1411954432
743,29322.81179814582
1737,208641.23249303346
2797,267557.87084979453
2185,49728.9758911969
58,165687.30647468456
830,214514.36226101476
808,99674.64615365324
680,147065.30247349938
1153,121451.27581348273
1291,137779.94931571823
1818,141382.3878114684
2161,187389.15381346774
1883,124262.05283932167
350,366066.5609256052
2473,168482.4118072388
295,163185.4274387738
293,192852.79289938783
859,137204.2288394282
288,55999.07458791052
1578,150628.78187538858
102,204480.85820310478
2831,174925.1862890254
1030,164286.50485531546
2551,145691.97757989858
1286,148702.661692384
958,322764.2057718051
776,147833.340078931
72,211363.54268179822
2263,248143.80094987855
1866,146598.64598130097
2876,58218.90582716238
2146,241464.37037891918
103,189771.0601481426
1500,146008.36671263515
492,173330.998177024
167,134882.40860409892
2597,127889.65055707213
2685,106947.2795361942
1035,159778.4485310522
1220,61737.04171801498
2602,148068.18011050162
2159,208939.19503380245
695,131529.51804754545
1109,254207.5832974568
640,209347.84487322427
1652,163432.8505492371
2090,200992.90984183078
1188,197755.92205541325
2345,225026.49741539243
1059,387921.2392686873
2751,241853.28264370537
128,197727.42518481406
1523,176627.0702773812
2925,169813.06258487786
2145,305532.40087175125
1121,219073.47674180992
566,291885.4526084014
565,219733.0841560684
1331,131354.03358079097
2928,142017.1664224782
156,128897.31571225723
797,130009.08964379346
327,93341.92374205132
2859,136319.09951872483
1453,127725.4777644442
1762,358996.97073325317
1868,217713.6494785593
1760,172500.25155636252
1113,246036.25892017642
1812,185193.78667106183
117,160857.04507305255
1142,210125.08651276352
2342,395137.2702207816
927,138118.30949134676
2478,182512.63993480353
655,72826.7273127487
2064,132907.8850333247
369,287771.9829414517
2239,114003.90587578918
2732,218044.1587783674
1653,167302.08986672934
959,214326.25368357205
2395,320836.232115635
1412,130016.89419834239
271,255186.02207424236
1484,162281.7428144044
1497,152528.88587434214
552,157985.39020255252
2,128461.8733228179
1855,309855.81280779117
4,301690.71970264066
2292,163882.22407150958
134,131147.12819708645
646,99593.35828033832
42,306322.717716539
532,222899.82027801487
713,55983.99937696736
2561,130933.23049485651
2360,129150.33095380527
1333,126399.71229987893
1407,200636.06238196307
2892,297097.87400338834
574,218917.31531533174
1227,194256.89510070143
2591,227816.61820214527
1476,213104.8858597779
1125,263560.529760218
1446,146294.02689261513
408,127683.70237724812
1101,285864.8177635124
2251,190302.95406772353
373,193802.32704139224
2554,129887.05843143443
2382,267097.8823264213
1985,72846.38084973018
519,225256.6745923629
1093,185504.09411482475
864,243463.71748508373
2889,150488.5390718768
2308,214095.03477344694
986,149296.42337249895
1302,155332.0089729488
585,154552.0327538133
2708,160802.2641042058
147,125388.30544965359
1441,222832.67837384265
383,175798.40608913457
285,167902.713000723
181,102420.17570199995
358,162092.49231951573
780,168677.20358557292
258,185121.91890132645
1865,224155.11166191282
692,118806.50194461341
2902,323035.48102807056
508,277947.714261828
2638,154358.27323292804
36,153614.48489094712
611,169460.19227153712
2281,145155.50233389044
1678,148227.54810603327
1696,448201.3019870079
1557,74203.28457150822
2180,153669.7973699808
1726,221170.22116152232
951,155845.14761089897
267,226616.55883660598
2706,120011.80515991272
2221,226933.03631332697
1357,170439.4832086061
2901,302519.7641805123
347,166160.5570690647
2164,206492.64465947505
1586,323101.60586861416
360,159722.11366912484
1769,227497.2845507294
2617,170075.420669288
1879,142826.6731376705
991,214600.3858404411
1535,97754.1042112217
1191,150175.25970184003
1579,212493.30852408276
1882,147383.129711708
1510,120995.40294567507
2196,190316.76586568626
1845,183503.3417061508
2336,397074.04841888114
942,92673.92740538644
861,138145.87516421417
2555,113400.21697930773
1392,147542.46614816834
2099,277676.1903529555
1543,134654.69532567827
948,254221.86139268786
1239,172931.81586922333
22,204815.83641804088
2796,255396.669682199
2747,174115.7555531552
92,279116.56826798804
210,162765.5779898666
1858,222427.9076485617
2228,181573.4380405022
447,223653.46225535375
827,249411.72297286295
1649,227935.5335898658
682,132545.9738219693
2698,115585.7831786999
494,169130.54153312897
214,82630.64486568495
2441,234444.60942721998
2679,104627.97531034454
1336,108527.57391520235
465,187947.61715766002
1524,130614.84593316421
2543,121039.80262608064
631,130729.73471605885
2452,304149.53048425
228,171652.4319481056
126,173707.15840607136
1092,222777.34588397472
1122,197762.3890401803
932,221904.88774848325
1980,72717.44643975547
2171,106493.82669403097
551,146593.27460660166
2768,173383.09312729383
2056,113163.00217666493
1159,365468.9891480491
2645,89901.29551958683
1174,178315.41640090555
2266,202248.21612883924
2462,371688.26504139067
1219,143489.49002179247
2922,190196.6624891631
118,143653.2776438724
474,175960.44500915802
2576,158053.84498562117
872,274300.0127727492
1077,222786.07937940728
1536,137933.4170525983
1150,135120.75610836534
2341,326965.8513384162
1931,165144.2771925334
2785,148081.98270192175
2538,118057.79604030744
597,209636.36994623282
464,189904.53549760123
233,229573.07065051515
2169,136267.86741993314
2123,178267.49401573886
1867,163941.12161011872
137,261691.45470690806
515,228315.61376942613
933,126691.90196169037
2784,166908.91090375592
972,167568.78364232133
599,157063.93150571373
2614,137731.0673158447
2582,154514.33296698387
1409,164472.34342408893
175,73131.70263574028
352,254633.37558500114
976,127095.20991376783
2134,186782.5866083808
984,116926.50380876649
2396,338633.66536453867
1673,147941.1742941417
404,135072.02507187673
607,174797.80103782192
814,171251.9141969541
868,196470.10141109925
2271,173881.0154097944
1633,268236.62381948694
337,179383.56310623966
2765,203897.31304348854
1746,260751.78770927776
368,368018.9186726726
2806,210234.62273247418
1662,193562.50296235635
1234,216461.6404369875
1373,134986.2400170525
1672,110604.26164578537
1939,128173.53625049404
